first_name,last_name,full_name,department,organization,organization_type,country,leader,team_id,position,times_cited,api_name,gender,probability,count
Neetin,Desai,"Neetin, Desai",SDSOS,NMIMS Univ,University,India,"Sagar, Barage",1225,other,6,Neetin,male,1,10
Raj,Kumar,"Raj, Kumar",Biotechnol & Bioinformat,Jaypee Univ Informat Technol,University,India,"Sagar, Barage",1225,other,6,Raj,male,0.97,10726
Nabajyoti,Baildya,"Nabajyoti, Baildya",Chem,Univ Kalyani,University,India,"Asoke P, Chattopadhyay",1226,first,16,Nabajyoti,male,1,18
Asoke P,Chattopadhyay,"Asoke P, Chattopadhyay",Chem,Univ Kalyani,University,India,"Asoke P, Chattopadhyay",1226,leader,16,Asoke,male,1,14
Narendra Nath,Ghosh,"Narendra Nath, Ghosh",Chem,Univ Gour Banga,University,India,"Asoke P, Chattopadhyay",1226,last,16,Narendra,male,0.99,815
Anupriya,Saxena,"Anupriya, Saxena",39 Krishna Colony,Basic HealthCare Serv,Others,India,"Anupriya, Saxena",1227,"first, leader",2,Anupriya,female,0.92,26
Arpita,Amin,"Arpita, Amin",39 Krishna Colony,Basic HealthCare Serv,Others,India,"Anupriya, Saxena",1227,other,2,Arpita,female,0.98,161
Sanjana Brahmawar,Mohan,"Sanjana Brahmawar, Mohan",39 Krishna Colony,Basic HealthCare Serv,Others,India,"Anupriya, Saxena",1227,other,2,Sanjana,female,0.96,396
Pavitra,Mohan,"Pavitra, Mohan",39 Krishna Colony,Basic HealthCare Serv,Others,India,"Anupriya, Saxena",1227,last,2,Pavitra,female,0.82,44
Bhaskar,Saha,"Bhaskar, Saha",Pune,Natl Ctr Cell Sci,Research,India,"Sara, Jafarzadeh",1228,other,2,Bhaskar,male,0.99,510
Yashwant D,Bansode,"Yashwant D, Bansode",Pune,Natl Ctr Cell Sci,Research,India,"Sara, Jafarzadeh",1228,other,2,Yashwant,male,0.99,93
Bhaskar,Saha,"Bhaskar, Saha",Bhubaneswar,Trident Acad Creat Technol,Academy,India,"Sara, Jafarzadeh",1228,other,2,Bhaskar,male,0.99,510
Lokesh Kumar,Shrivastav,"Lokesh Kumar, Shrivastav",Univ Sch Informat Commun & Technol,Guru Gobind Singh Indraprastha Univ,University,India,"Sunil Kumar, Jha",1229,first,3,Lokesh,male,0.98,643
Lokesh Kumar,Shrivastav,"Lokesh Kumar, Shrivastav",Atma Ram Sanatan Dharma Coll,Univ Delhi,University,India,"Sunil Kumar, Jha",1229,other,3,Lokesh,male,0.98,643
E P Abdul,Azeez,"E P Abdul, Azeez",Social Work,Amity Univ Haryana,University,India,"E P Abdul, Azeez",1230,"first, leader",2,Azeez,male,0.96,1532
Asha,Rani,"Asha, Rani",Social Work,Amity Univ Haryana,University,India,"E P Abdul, Azeez",1230,other,2,Asha,female,0.89,1247
Dandub Palzor,Negi,"Dandub Palzor, Negi",Social Work,Cent Univ Rajasthan,University,India,"E P Abdul, Azeez",1230,other,2,Dandub,male,1,2
Priya,Mondal,"Priya, Mondal",Biochem,CSIR Cent Food Technol Res Inst,Institute,India,,1231,first,1,Priya,female,0.95,2322
Jagadish,Natesh,"Jagadish, Natesh",Biochem,CSIR Cent Food Technol Res Inst,Institute,India,,1231,other,1,Jagadish,male,0.99,146
Syed Musthapa,Meeran,"Syed Musthapa, Meeran",Biochem,CSIR Cent Food Technol Res Inst,Institute,India,,1231,other,1,Syed,male,0.98,8166
Priya,Mondal,"Priya, Mondal",Ghaziabad,Acad Sci & Innovat Res AcSIR,Academy,India,,1231,other,1,Priya,female,0.95,2322
Jagadish,Natesh,"Jagadish, Natesh",Ghaziabad,Acad Sci & Innovat Res AcSIR,Academy,India,,1231,other,1,Jagadish,male,0.99,146
Syed Musthapa,Meeran,"Syed Musthapa, Meeran",Ghaziabad,Acad Sci & Innovat Res AcSIR,Academy,India,,1231,other,1,Syed,male,0.98,8166
Abdul Ajees,Abdul Salam,"Abdul Ajees, Abdul Salam",Ctr Appl Nanosci,Manipal Acad Higher Educ,Academy,India,,1231,other,1,Abdul,male,0.98,21332
Saravanamuthu,Thiyagarajan,"Saravanamuthu, Thiyagarajan",Biotech Pk,Inst Bioinformat & Appl Biotechnol IBAB,Institute,India,,1231,last,1,Saravanamuthu,male,0.67,3
Sukrit,Srivastava,"Sukrit, Srivastava",Sch Life Sci,Jawaharlal Nehru Univ,University,India,"Sukrit, Srivastava",1232,"first, leader",1,Sukrit,male,1,48
Ajay Kumar,Saxena,"Ajay Kumar, Saxena",Sch Life Sci,Jawaharlal Nehru Univ,University,India,"Sukrit, Srivastava",1232,other,1,Ajay,male,0.99,4648
Sukrit,Srivastava,"Sukrit, Srivastava",Infect Biol Grp,Indian Fdn Fundamental Res,Research,India,"Sukrit, Srivastava",1232,leader,1,Sukrit,male,1,48
Mohit,Kamthania,"Mohit, Kamthania",Infect Biol Grp,Indian Fdn Fundamental Res,Research,India,"Sukrit, Srivastava",1232,other,1,Mohit,male,1,1915
Deepa,Agarwal,"Deepa, Agarwal",Infect Biol Grp,Indian Fdn Fundamental Res,Research,India,"Sukrit, Srivastava",1232,other,1,Deepa,female,0.93,592
Sonia,Verma,"Sonia, Verma",Parasite Host Biol Grp,ICMR Natl Inst Malaria Res,Institute,India,"Sukrit, Srivastava",1232,other,1,Sonia,female,0.98,114177
Kapil,Vashisht,"Kapil, Vashisht",Parasite Host Biol Grp,ICMR Natl Inst Malaria Res,Institute,India,"Sukrit, Srivastava",1232,other,1,Kapil,male,0.99,1173
Kailash C,Pandey,"Kailash C, Pandey",Parasite Host Biol Grp,ICMR Natl Inst Malaria Res,Institute,India,"Sukrit, Srivastava",1232,other,1,Kailash,male,0.99,417
Sarman,Singh,"Sarman, Singh",Microbiol,All India Inst Med Sci AIIMS,Institute,India,"Sukrit, Srivastava",1232,other,1,Sarman,male,0.91,57
Ashwin,Kotnis,"Ashwin, Kotnis",Biochem,All India Inst Med Sci AIIMS,Institute,India,"Sukrit, Srivastava",1232,other,1,Ashwin,male,0.99,1100
Brijesh,Rathi,"Brijesh, Rathi",Lab Translat Chem & Drug Discovery,Univ Delhi,University,India,"Sukrit, Srivastava",1232,other,1,Brijesh,male,0.99,374
Seema A,Nayar,"Seema A, Nayar",Microbiol,Govt Med Coll,College,India,"Sukrit, Srivastava",1232,other,1,Seema,female,0.95,665
Seema A,Nayar,"Seema A, Nayar",Microbiol,Sree Gokulam Med Coll,College,India,"Sukrit, Srivastava",1232,other,1,Seema,female,0.95,665
Venkatraman,Radhakrishnan,"Venkatraman, Radhakrishnan",Pediat Oncol Div,Canc Inst WIA,Institute,India,"Venkatraman, Radhakrishnan",1233,"first, leader",0,Venkatraman,male,1,28
Jerin,Ovett,"Jerin, Ovett",Pediat Oncol Div,Canc Inst WIA,Institute,India,"Venkatraman, Radhakrishnan",1233,other,0,Jerin,male,0.86,84
Saikrishna,Kolluru,"Saikrishna, Kolluru",Pediat Oncol Div,Canc Inst WIA,Institute,India,"Venkatraman, Radhakrishnan",1233,other,0,Saikrishna,male,1,35
Vishwajeeth,Pai,"Vishwajeeth, Pai",Pediat Oncol Div,Canc Inst WIA,Institute,India,"Venkatraman, Radhakrishnan",1233,other,0,Vishwajeeth,male,1,8
Vijay,Gnanaguru,"Vijay, Gnanaguru",Pediat Oncol Div,Canc Inst WIA,Institute,India,"Venkatraman, Radhakrishnan",1233,other,0,Vijay,male,0.99,4926
Manikandan,Dhanushkodi,"Manikandan, Dhanushkodi",Pediat Oncol Div,Canc Inst WIA,Institute,India,"Venkatraman, Radhakrishnan",1233,other,0,Manikandan,male,1,329
Jayachandran Perumal,Kalaiyarasi,"Jayachandran Perumal, Kalaiyarasi",Pediat Oncol Div,Canc Inst WIA,Institute,India,"Venkatraman, Radhakrishnan",1233,other,0,Jayachandran,male,0.97,30
Nikita,Mehra,"Nikita, Mehra",Pediat Oncol Div,Canc Inst WIA,Institute,India,"Venkatraman, Radhakrishnan",1233,other,0,Nikita,female,0.52,10326
Gangothri,Selvarajan,"Gangothri, Selvarajan",Pediat Oncol Div,Canc Inst WIA,Institute,India,"Venkatraman, Radhakrishnan",1233,other,0,Gangothri,female,0.75,4
Arun Kumar,Rajan,"Arun Kumar, Rajan",Pediat Oncol Div,Canc Inst WIA,Institute,India,"Venkatraman, Radhakrishnan",1233,other,0,Arun,male,0.98,4661
Parathan,Karunakaran,"Parathan, Karunakaran",Pediat Oncol Div,Canc Inst WIA,Institute,India,"Venkatraman, Radhakrishnan",1233,other,0,Parathan,male,1,1
Sivasree,Kesana,"Sivasree, Kesana",Pediat Oncol Div,Canc Inst WIA,Institute,India,"Venkatraman, Radhakrishnan",1233,other,0,Sivasree,female,1,3
Tenali,Sagar,"Tenali, Sagar",Pediat Oncol Div,Canc Inst WIA,Institute,India,"Venkatraman, Radhakrishnan",1233,other,0,Tenali,male,0.99,12677
Aruna,Rajendran,"Aruna, Rajendran",Pediat Hematol & Oncol,Inst Child Hlth,Institute,India,"Venkatraman, Radhakrishnan",1233,last,0,Aruna,female,0.53,566
R,Naveen,"R, Naveen",Clin Immunol & Rheumatol,Sanjay Gandhi Postgrad Inst Med Sci,Institute,India,"Latika, Gupta",1234,first,5,Naveen,male,0.98,2239
T G,Sundaram,"T G, Sundaram",Clin Immunol & Rheumatol,Sanjay Gandhi Postgrad Inst Med Sci,Institute,India,"Latika, Gupta",1234,other,5,Sundaram,male,0.99,70
Vikas,Agarwal,"Vikas, Agarwal",Clin Immunol & Rheumatol,Sanjay Gandhi Postgrad Inst Med Sci,Institute,India,"Latika, Gupta",1234,other,5,Vikas,male,0.99,2499
Latika,Gupta,"Latika, Gupta",Clin Immunol & Rheumatol,Sanjay Gandhi Postgrad Inst Med Sci,Institute,India,"Latika, Gupta",1234,"last, leader",5,Latika,female,0.93,190
Suresh Chandra,Satapathy,"Suresh Chandra, Satapathy",Sch Comp Engg,KIIT Deemed Univ,University,India,"Shuaiqi, Liu",1235,other,3,Suresh,male,0.99,3632
Koushlendra Kumar,Singh,"Koushlendra Kumar, Singh",Jamshedpur,Natl Inst Technol,Institute,India,"Koushlendra Kumar, Singh",1236,"first, leader",1,Koushlendra,male,1,4
Suraj,Kumar,"Suraj, Kumar",Jamshedpur,Natl Inst Technol,Institute,India,"Koushlendra Kumar, Singh",1236,other,1,Suraj,male,0.99,1675
Prachi,Dixit,"Prachi, Dixit",Jodhpur,Jai Narayan Vyas Univ,University,India,"Koushlendra Kumar, Singh",1236,other,1,Prachi,female,0.98,245
Manish Kumar,Bajpai,"Manish Kumar, Bajpai",Jabalpur,Indian Inst Informat Technol Design & Mfg,Institute,India,"Koushlendra Kumar, Singh",1236,last,1,Manish,male,0.99,3879
Amit,Dubey,"Amit, Dubey",Biochem,Univ Allahabad,University,India,"Sang Gu, Kang",1237,other,4,Amit,male,0.99,8292
Kanupriya,Jha,"Kanupriya, Jha",Ctr Bioinformat Computat & Syst Biol,Pathfinder Res & Training Fdn,Research,India,"Sang Gu, Kang",1237,other,4,Kanupriya,female,1,12
Vivek Dhar,Dwivedi,"Vivek Dhar, Dwivedi",Ctr Bioinformat Computat & Syst Biol,Pathfinder Res & Training Fdn,Research,India,"Sang Gu, Kang",1237,other,4,Vivek,male,0.99,3051
Umesh,Yadava,"Umesh, Yadava",Phys,Deen Dayal Upadhyaya Gorakhpur Univ,University,India,"Sang Gu, Kang",1237,last,4,Umesh,male,0.99,1016
Priyanka,Sharma,"Priyanka, Sharma",Bot,Kumaun Univ,University,India,"Sushma, Tamta",1238,first,2,Priyanka,female,0.98,1416
Sushma,Tamta,"Sushma, Tamta",Bot,Kumaun Univ,University,India,"Sushma, Tamta",1238,leader,2,Sushma,female,0.97,209
Tushar,Joshi,"Tushar, Joshi",Biotechnol,Kumaun Univ Uttarakhand,University,India,"Sushma, Tamta",1238,other,2,Tushar,male,0.99,1097
Shalini,Mathpal,"Shalini, Mathpal",Biotechnol,Kumaun Univ Uttarakhand,University,India,"Sushma, Tamta",1238,other,2,Shalini,female,0.99,693
Hemlata,Pundir,"Hemlata, Pundir",Biotechnol,Kumaun Univ Uttarakhand,University,India,"Sushma, Tamta",1238,other,2,Hemlata,female,0.98,41
Tanuja,Joshi,"Tanuja, Joshi",Bot,Kumaun Univ,University,India,"Sushma, Tamta",1238,other,2,Tanuja,female,0.99,67
Subhash,Chandra,"Subhash, Chandra",Bot,Kumaun Univ,University,India,"Sushma, Tamta",1238,last,2,Subhash,male,0.99,575
Satya Prakash,Dash,"Satya Prakash, Dash",Pune,Board Directors Venture Ctr,Research,India,"Satya Prakash, Dash",1239,"first, leader",2,Satya,male,0.86,814
Imran,Khan,"Imran, Khan",Oral & Maxillofacial Surg,Jamia Millia Islamia,University,India,"Nour, Ammar",1240,other,6,Imran,male,0.95,9358
Prashant,Kumar,"Prashant, Kumar",Amity Inst Virol & Immunol,Amity Univ,University,India,"Yashpal Singh, Malik",1241,first,6,Prashant,male,1,2326
Ashish,Srivastava,"Ashish, Srivastava",Amity Inst Virol & Immunol,Amity Univ,University,India,"Yashpal Singh, Malik",1241,other,6,Ashish,male,0.99,3872
Yashpal Singh,Malik,"Yashpal Singh, Malik",Div Biol Standardizat,Indian Council Agr Res,Research,India,"Yashpal Singh, Malik",1241,leader,6,Yashpal,male,0.97,61
Yashpal Singh,Malik,"Yashpal Singh, Malik",Coll Anim Biotechnol,Guru Angad Dev Vet & Anim Sci Univ,University,India,"Yashpal Singh, Malik",1241,leader,6,Yashpal,male,0.97,61
Balasubramanian,Ganesh,"Balasubramanian, Ganesh",Lab Div,Indian Council Med Res,Research,India,"Yashpal Singh, Malik",1241,other,6,Balasubramanian,male,0.97,102
Somnath,Rahangdale,"Somnath, Rahangdale",CSIR HRDC Campus,Acad Sci & Innovat Res AcSIR,Academy,India,"Yashpal Singh, Malik",1241,other,6,Somnath,male,0.99,217
Somnath,Rahangdale,"Somnath, Rahangdale",Plant Mol Biol & Biotechnol Div,CSIR Natl Bot Res Inst,Institute,India,"Yashpal Singh, Malik",1241,other,6,Somnath,male,0.99,217
Sharad,Saurabh,"Sharad, Saurabh",Plant Mol Biol & Biotechnol Div,CSIR Natl Bot Res Inst,Institute,India,"Yashpal Singh, Malik",1241,other,6,Sharad,male,0.99,483
Senthilkumar,Natesan,"Senthilkumar, Natesan",Gandhinagar,Indian Inst Publ Hlth Gandhinagar,Institute,India,"Yashpal Singh, Malik",1241,other,6,Senthilkumar,male,0.99,149
Khan,Sharun,"Khan, Sharun",Div Surg,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1241,other,6,Khan,male,0.95,6669
Mohd Iqbal,Yatoo,"Mohd Iqbal, Yatoo",Fac Vet Sci & Anim Husb,Sher E Kashmir Univ Agr Sci & Technol Kashmir,University,India,"Yashpal Singh, Malik",1241,other,6,Mohd,male,0.98,27080
Ruchi,Tiwari,"Ruchi, Tiwari",Vet Microbiol & Immunol,UP Pandit Deen Dayal Upadhayay Pashu Chikitsa Vig,Research,India,"Yashpal Singh, Malik",1241,other,6,Ruchi,female,0.91,291
Raj Kumar,Singh,"Raj Kumar, Singh",Div Vet Biotechnol,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1241,other,6,Raj,male,0.97,10726
Kuldeep,Dhama,"Kuldeep, Dhama",Div Pathol,ICAR Indian Vet Res Inst,Institute,India,"Yashpal Singh, Malik",1241,last,6,Kuldeep,male,0.99,779
Christoph,Neusiedl,"Christoph, Neusiedl",Bangalore,Project DEFY,Others,India,"Janet, Orchard",1242,other,5,Christoph,male,1,17656
Rubina,Mulchandani,"Rubina, Mulchandani",Indian Inst Publ Hlth Delhi,Publ Hlth Fdn India,Others,India,"Ashish Kumar, Kakkar",1243,first,9,Rubina,female,0.98,707
Tanica,Lyngdoh,"Tanica, Lyngdoh",Indian Inst Publ Hlth Delhi,Publ Hlth Fdn India,Others,India,"Ashish Kumar, Kakkar",1243,other,9,Tanica,female,0.78,18
Ashish Kumar,Kakkar,"Ashish Kumar, Kakkar",Chandigarh,Postgrad Inst Med Educ & Res,Institute,India,"Ashish Kumar, Kakkar",1243,"last, leader",9,Ashish,male,0.99,3872
Shahzaib,Ahamad,"Shahzaib, Ahamad",Translat Bioinformat Grp,Int Ctr Genet Engn & Biotechnol ICGEB,Research,India,"Vijay, Kumar",1244,first,2,Shahzaib,male,1,200
Dinesh,Gupta,"Dinesh, Gupta",Translat Bioinformat Grp,Int Ctr Genet Engn & Biotechnol ICGEB,Research,India,"Vijay, Kumar",1244,other,2,Dinesh,male,0.99,3252
Vijay,Kumar,"Vijay, Kumar",Amity Inst Neuropsychol & Neurosci AINN,Amity Univ,University,India,"Vijay, Kumar",1244,"last, leader",2,Vijay,male,0.99,4926
Rajesh,Ghosh,"Rajesh, Ghosh",Sch Basic Sci,Indian Inst Technol Bhubaneswar,Institute,India,"Ashis, Biswas",1245,first,1,Rajesh,male,0.99,5461
Ayon,Chakraborty,"Ayon, Chakraborty",Sch Basic Sci,Indian Inst Technol Bhubaneswar,Institute,India,"Ashis, Biswas",1245,other,1,Ayon,male,0.79,56
Ashis,Biswas,"Ashis, Biswas",Sch Basic Sci,Indian Inst Technol Bhubaneswar,Institute,India,"Ashis, Biswas",1245,leader,1,Ashis,male,0.94,100
Snehasis,Chowdhuri,"Snehasis, Chowdhuri",Sch Basic Sci,Indian Inst Technol Bhubaneswar,Institute,India,"Ashis, Biswas",1245,last,1,Snehasis,male,1,13
Pavan,Gollapalli,"Pavan, Gollapalli",KS Hegde Med Acad,Nitte Deemed Univ,University,India,"Praveenkumar, Shetty",1246,first,3,Pavan,male,0.98,881
Prakash,Patil,"Prakash, Patil",KS Hegde Med Acad,Nitte Deemed Univ,University,India,"Praveenkumar, Shetty",1246,other,3,Prakash,male,0.99,2377
Suchetha Kumari,Nalilu,"Suchetha Kumari, Nalilu",KS Hegde Med Acad,Nitte Deemed Univ,University,India,"Praveenkumar, Shetty",1246,other,3,Suchetha,female,0.67,3
Praveenkumar,Shetty,"Praveenkumar, Shetty",KS Hegde Med Acad,Nitte Deemed Univ,University,India,"Praveenkumar, Shetty",1246,leader,3,Praveenkumar,male,1,43
B S,Sharath,"B S, Sharath",Biotechnol & Bioinformat,Kuvempu Univ,University,India,"Praveenkumar, Shetty",1246,other,3,Sharath,male,0.99,277
Ajay,Kumar,"Ajay, Kumar",Chem,Indian Inst Technol,Institute,India,"Prashant, Singh",1247,first,1,Ajay,male,0.99,4648
Ajay,Kumar,"Ajay, Kumar",Appl Chem,Babasaheb Bhimrao Ambedkar Univ,University,India,"Prashant, Singh",1247,other,1,Ajay,male,0.99,4648
Durgesh,Kumar,"Durgesh, Kumar",Atma Ram Sanatan Dharma Coll,Univ Delhi,University,India,"Prashant, Singh",1247,other,1,Durgesh,male,0.98,195
Prashant,Singh,"Prashant, Singh",Atma Ram Sanatan Dharma Coll,Univ Delhi,University,India,"Prashant, Singh",1247,leader,1,Prashant,male,1,2326
Ravinder,Kumar,"Ravinder, Kumar",Chem,Gurukula Kangri Vishwavidyalaya,University,India,"Prashant, Singh",1247,other,1,Ravinder,male,0.94,619
Ramesh,Chandra,"Ramesh, Chandra",Chem,Univ Delhi,University,India,"Prashant, Singh",1247,other,1,Ramesh,male,0.98,2984
Kamlesh,Kumari,"Kamlesh, Kumari",Deen Dayal Upadhyaya Coll,Univ Delhi,University,India,"Prashant, Singh",1247,last,1,Kamlesh,male,0.97,650
Aparna Ghovil,Bhasker,"Aparna Ghovil, Bhasker",Mumbai,Apollo & Gleneagles Global Hosp,Hospital,India,"Yitka, Graham",1248,other,0,Aparna,female,0.99,231
Ritudhwaj,Tiwari,"Ritudhwaj, Tiwari",Discipline Biosci & Biomed Engn,Indian Inst Technol Indore,Institute,India,"Ujjwal, Neogi",1249,first,4,Ritudhwaj,male,1,3
Anurag R,Mishra,"Anurag R, Mishra",Discipline Biosci & Biomed Engn,Indian Inst Technol Indore,Institute,India,"Ujjwal, Neogi",1249,other,4,Anurag,male,0.99,991
Debasis,Nayak,"Debasis, Nayak",Discipline Biosci & Biomed Engn,Indian Inst Technol Indore,Institute,India,"Ujjwal, Neogi",1249,other,4,Debasis,male,0.99,119
Desh Deepak,Singh,"Desh Deepak, Singh",Amity Inst Biotechnol,Amity Univ Rajasthan,University,India,"Eun Ha, Choi",1250,first,3,Desh,male,0.88,112
Acharya,Balkrishna,"Acharya, Balkrishna",Drug Discovery & Dev Div,Patanjali Res Inst,Institute,India,"Anurag, Varshney",1251,first,1,Acharya,male,0.75,12
Sudeep,Verma,"Sudeep, Verma",Drug Discovery & Dev Div,Patanjali Res Inst,Institute,India,"Anurag, Varshney",1251,other,1,Sudeep,male,1,246
Siva Kumar,Solleti,"Siva Kumar, Solleti",Drug Discovery & Dev Div,Patanjali Res Inst,Institute,India,"Anurag, Varshney",1251,other,1,Siva,male,0.91,1735
Lakshmipathi,Khandrika,"Lakshmipathi, Khandrika",Drug Discovery & Dev Div,Patanjali Res Inst,Institute,India,"Anurag, Varshney",1251,other,1,Lakshmipathi,male,1,3
Anurag,Varshney,"Anurag, Varshney",Drug Discovery & Dev Div,Patanjali Res Inst,Institute,India,"Anurag, Varshney",1251,leader,1,Anurag,male,0.99,991
Acharya,Balkrishna,"Acharya, Balkrishna",Allied & Appl Sci,Univ Patanjali,University,India,"Anurag, Varshney",1251,other,1,Acharya,male,0.75,12
Anurag,Varshney,"Anurag, Varshney",Allied & Appl Sci,Univ Patanjali,University,India,"Anurag, Varshney",1251,"last, leader",1,Anurag,male,0.99,991
Santosh,Ansumali,"Santosh, Ansumali",Bangalore,Jawaharlal Nehru Ctr Adv Sci Res,Research,India,"M, Vidyasagar",1252,first,2,Santosh,male,0.98,2429
Shaurya,Kaushal,"Shaurya, Kaushal",Bangalore,Jawaharlal Nehru Ctr Adv Sci Res,Research,India,"M, Vidyasagar",1252,other,2,Shaurya,male,0.98,64
Meher K,Prakash,"Meher K, Prakash",Bangalore,Jawaharlal Nehru Ctr Adv Sci Res,Research,India,"M, Vidyasagar",1252,other,2,Meher,male,0.94,1054
Aloke,Kumar,"Aloke, Kumar",Bangalore,Indian Inst Sci,Institute,India,"M, Vidyasagar",1252,other,2,Aloke,male,0.97,38
M,Vidyasagar,"M, Vidyasagar",Hyderabad,Indian Inst Technol Hyderabad India,Institute,India,"M, Vidyasagar",1252,"last, leader",2,Vidyasagar,male,1,25
Rajesh Kumar,Gupta,"Rajesh Kumar, Gupta",Dr DY Patil Biotechnol & Bioinformat Inst,Dr DY Patil Vidyapeeth Deemed Univ,University,India,"Rajesh Kumar, Gupta",1253,"first, leader",3,Rajesh,male,0.99,5461
Girish R,Apte,"Girish R, Apte",Dr DY Patil Biotechnol & Bioinformat Inst,Dr DY Patil Vidyapeeth Deemed Univ,University,India,"Rajesh Kumar, Gupta",1253,other,3,Girish,male,0.99,951
Jayanta K,Pal,"Jayanta K, Pal",Dr DY Patil Biotechnol & Bioinformat Inst,Dr DY Patil Vidyapeeth Deemed Univ,University,India,"Rajesh Kumar, Gupta",1253,other,3,Jayanta,male,0.98,179
Kiran Bharat,Lokhande,"Kiran Bharat, Lokhande",Dr DY Patil Biotechnol & Bioinformat Inst,Dr DY Patil Vidyapeeth Deemed Univ,University,India,"Rajesh Kumar, Gupta",1253,other,3,Kiran,male,0.68,3266
Satyendra,Mishra,"Satyendra, Mishra",Engn & Phys Sci,Inst Adv Res,Institute,India,"Rajesh Kumar, Gupta",1253,last,3,Satyendra,male,0.99,124
Abhinav,Sinha,"Abhinav, Sinha",Bhubaneswar,ICMR Reg Med Res Ctr,Research,India,"Srikanta, Kanungo",1254,first,0,Abhinav,male,0.99,756
Swetalina,Nayak,"Swetalina, Nayak",Bhubaneswar,ICMR Reg Med Res Ctr,Research,India,"Srikanta, Kanungo",1254,other,0,Swetalina,female,1,1
Srikanta,Kanungo,"Srikanta, Kanungo",Bhubaneswar,ICMR Reg Med Res Ctr,Research,India,"Srikanta, Kanungo",1254,leader,0,Srikanta,male,1,24
Sanghamitra,Pati,"Sanghamitra, Pati",Bhubaneswar,ICMR Reg Med Res Ctr,Research,India,"Srikanta, Kanungo",1254,other,0,Sanghamitra,female,0.97,29
Priyadarshini,Dehuri,"Priyadarshini, Dehuri",Pathol,Inst Med Sci,Institute,India,"Srikanta, Kanungo",1254,other,0,Priyadarshini,female,0.98,42
Priyadarshini,Dehuri,"Priyadarshini, Dehuri",Bhubaneswar,SUM Hosp,Hospital,India,"Srikanta, Kanungo",1254,last,0,Priyadarshini,female,0.98,42
Vivek,Kumar,"Vivek, Kumar",Biotechnol,Motilal Nehru Natl Inst Technol,Institute,India,"Vishnu, Agarwal",1255,first,0,Vivek,male,0.99,3051
Vishnu,Agarwal,"Vishnu, Agarwal",Biotechnol,Motilal Nehru Natl Inst Technol,Institute,India,"Vishnu, Agarwal",1255,"last, leader",0,Vishnu,male,0.97,923
Sounik,Manna,"Sounik, Manna",Cent Res Facil,Indian Inst Technol Kharagpur,Institute,India,"Santi M, Mandal",1256,first,0,Sounik,male,1,1
Trinath,Chowdhury,"Trinath, Chowdhury",Cent Res Facil,Indian Inst Technol Kharagpur,Institute,India,"Santi M, Mandal",1256,other,0,Trinath,male,1,14
